Ytrue,Yp
178.925,170.55241
178.8,166.23785
172.67,150.97636
185.78,162.49167
214.95,200.94719
223.445,185.72247
205.995,165.58646
185.04,171.4555
168.545,166.17801
156.8,144.63612
146.555,118.86694
141.35,137.13206
141.155,131.36923
138.63,135.176
136.38,135.89172
136.09,127.544334
146.49,123.8804
178.96,139.04707
209.57,173.72006
221.22,202.56442
225.39,219.32768
222.13,227.59769
213.08,231.57649
205.6,236.30128
199.455,242.21458
195.085,244.3422
196.595,242.3403
211.815,262.08347
240.385,289.51266
246.425,263.2478
226.125,238.9206
192.955,207.22726
165.855,183.03192
151.635,167.12172
141.655,159.18642
139.805,162.1364
137.57,156.05725
135.62,119.9409
134.315,113.86051
134.11,116.10717
142.84,113.501396
168.17,145.45387
199.305,183.72842
218.63,222.86403
219.49,225.20479
211.665,237.74443
200.53,240.31514
191.165,238.92079
187.985,240.8589
188.89,249.9037
195.175,253.53246
208.64,273.4995
220.105,300.02005
216.45,279.57666
203.075,245.19727
179.015,204.32115
158.76,180.34592
146.39,150.8485
136.37,140.57642
134.175,150.93913
131.865,138.80574
128.3,108.18701
125.595,100.63607
126.575,98.14828
131.76,99.62513
145.99,98.15475
165.41,124.84156
183.05,145.08527
189.21,141.0833
183.225,145.64932
174.715,154.35567
167.27,144.29562
163.82,154.54051
163.955,150.59377
165.735,147.5538
173.235,166.52477
182.63,184.26292
180.77,170.96037
169.88,141.26942
159.55,134.33975
152.775,119.96818
144.965,112.56379
131.895,116.12611
123.48,117.86235
123.03,114.664925
121.285,108.40665
118.39,103.04137
117.97,95.91467
125.155,93.70851
139.235,99.42498
156.89,134.914
169.67,160.58806
172.055,179.67508
166.645,183.94078
156.985,196.9714
149.26,188.452
147.23,203.65279
150.255,198.54956
152.78,180.44334
161.675,195.88358
174.485,219.66803
174.685,193.82733
167.295,160.8452
155.155,148.18124
139.345,133.14363
128.26,120.4767
127.245,123.78673
130.315,128.15382
128.64,126.9702
124.63,131.27759
121.855,129.64635
122.35,126.13701
128.665,110.27873
146.185,112.27653
167.63,122.62925
182.12,155.39398
185.52,174.89046
182.635,181.44154
178.11,181.81677
171.71,183.284
167.675,192.99876
166.92,199.5439
168.425,180.41995
175.625,191.58527
187.305,229.11043
189.335,212.95425
179.555,197.93079
164.905,180.69147
151.28,166.93927
139.955,164.14006
134.05,145.77264
131.915,153.74455
126.115,153.70258
121.115,137.82002
118.39,124.1508
116.645,116.56542
116.31,97.46325
122.42,100.594734
129.58,123.77172
139.01,144.44038
150.455,170.59067
152.955,184.93376
148.245,184.85573
141.3,188.04152
136.535,187.73122
135.77,188.12354
139.75,173.35028
152.185,193.46605
171.075,210.49014
178.175,192.9591
165.32,166.9158
147.585,154.9565
137.77,151.96353
133.835,137.75475
151.485,132.2879
166.085,138.77037
161.81,134.44226
153.3,124.750015
139.255,107.224434
131.695,93.43014
127.73,76.56925
132.75,76.560715
134.245,97.36251
137.155,105.87927
148.54,113.18653
151.23,126.93531
145.085,121.132545
137.19,127.031876
130.035,119.3747
123.84,126.407585
120.325,125.29987
128.195,132.70422
151.325,145.26486
163.11,133.09096
151.32,119.82797
131.315,106.94264
115.52,111.47486
96.87,98.5688
86.025,93.32208
83.56,95.99436
75.65,94.01734
64.32,60.975006
50.72,55.79922
46.505,58.777405
72.745,64.812386
116.465,81.003815
136.615,115.70865
143.595,133.19661
145.24,146.12889
141.865,147.24298
141.455,144.41849
135.78,147.04938
135.055,158.92651
140.555,160.93463
143.53,160.29822
152.85,183.43745
175.69,193.26448
189.775,190.9338
178.22,160.96663
154.705,129.46939
141.89,108.571945
132.205,98.064095
129.53,93.4276
131.53,99.24514
123.61,98.091034
109.035,89.05405
91.145,83.7945
84.69,85.1525
94.705,86.638336
120.81,102.8627
144.175,124.360634
154.69,136.75697
154.15,133.27443
146.32,128.0688
137.765,116.557396
129.675,118.49173
124.425,123.86358
124.24,125.80661
125.255,122.139465
134.085,146.504
155.25,164.02126
167.1,167.52837
158.25,147.9503
142.175,129.38678
137.245,119.7163
127.045,107.77057
108.26,103.32236
99.79,102.12807
97.36,100.23994
84.365,70.19122
67.08,62.280594
64.895,63.48038
79.035,67.90576
110.965,79.26978
139.795,98.76319
151.93,110.51277
153.23,115.911224
144.925,104.70028
131.96,111.66426
120.605,112.054085
117.865,116.33103
121.24,111.16096
124.89,118.50096
135.33,137.05423
154.76,155.58029
165.7,172.7052
161.43,131.83806
150.26,114.30753
140.005,103.05716
131.645,91.95569
121.555,89.72325
115.385,90.84085
113.555,88.961624
103.57,83.45887
92.915,78.25405
96.515,77.36724
108.685,86.09198
128.795,94.3783
146.93,113.11779
153.655,120.01176
150.795,119.89278
143.685,113.00699
136.215,110.27222
129.72,110.30512
126.79,111.443985
126.43,113.33103
130.655,114.36769
141.72,137.13882
155.935,162.39378
160.075,154.69772
152.09,131.68866
141.805,118.68568
133.225,105.572876
120.95,100.03076
105.745,98.33675
95.285,90.73268
87.85,89.851006
81.565,74.87163
76.915,68.33409
77.23,71.865005
90.27,75.684456
119.45,79.00673
145.96,88.789474
158.31,99.99615
161.705,114.2484
155.01,113.133484
141.58,123.818535
131.44,122.21137
128.105,129.1976
127.775,120.55571
130.01,126.47187
139.895,123.6876
158.63,157.95499
168.69,158.6591
161.2,148.08118
148.405,112.76366
141.875,108.8544
137.9,100.0523
138.105,98.47125
138.18,105.240135
136.38,100.28416
131.815,112.9436
124.79,108.62089
125.49,105.82828
129.13,98.36997
136.04,97.94435
140.29,108.020035
143.99,127.97246
148.79,134.05302
146.105,135.77386
139.03,132.93758
132.23,131.84956
129.775,129.8064
129.885,130.02042
135.27,129.16147
145.915,147.2115
159.01,173.83849
163.85,169.65471
154.07,136.92795
143.305,132.24957
136.44,127.46997
129.68,122.84166
134.8,115.85749
143.24,115.23695
138.37,113.07787
128.365,118.266014
117.175,112.92619
110.965,113.12192
110.845,102.06316
116.095,92.3238
121.54,99.06722
134.32,116.63249
141.465,135.66356
138.39,148.52719
139.11,151.34955
142.075,154.50862
145.54,152.85588
142.845,163.08224
131.43,150.54434
135.14,179.64258
171.225,206.77884
192.24,206.62148
184.19,191.682
160.905,175.18568
140.795,166.10274
134.11,156.45923
133.055,152.28192
136.825,144.58006
136.28,151.82352
132.86,112.77302
130.395,108.564514
131.46,107.78234
142.475,117.41369
164.685,145.15038
182.69,178.96121
188.225,188.65067
181.225,195.5642
165.185,191.54799
151.445,179.90578
144.135,182.0916
142.83,187.39975
146.155,188.3321
153.285,195.70433
171.975,215.70863
195.695,236.58078
201.91,225.26709
190.15,194.31284
169.095,167.72365
149.215,146.15436
135.12,133.83447
130.425,128.16972
132.125,125.30349
131.02,120.860596
130.135,112.59143
129.71,110.563416
130.74,108.782684
140.93,121.848694
162.96,140.81375
189.635,175.50572
200.355,188.32558
201.335,205.5993
199.44,199.09935
184.235,195.21631
168.935,195.01897
162.435,201.38335
166.585,208.97064
179.505,209.0397
199.045,227.66805
222.565,250.46281
231.76,230.73462
215.105,206.3821
186.395,184.18965
165.995,168.0212
150.915,147.27649
140.925,139.96695
140.41,137.83946
138.335,134.44627
133.23,107.90166
129.125,102.92438
128.95,101.889114
136.02,102.647804
154.43,116.86558
174.96,138.63695
178.35,141.42659
164.045,131.93713
149.44,128.21999
138.01,117.39784
130.665,112.3507
127.875,116.32402
128.07,112.70414
134.2,118.98433
148.69,140.33261
165.135,153.80914
170.345,144.34464
164.005,133.8694
153.27,117.76904
146.315,103.10073
139.58,100.55258
134.3,91.09464
134.405,86.578224
131.32,86.75671
126.535,110.18081
122.38,106.77921
122.655,105.2746
136.39,106.77533
153.975,117.057724
172.05,129.81831
176.67,141.57224
161.49,155.4597
146.12,154.39345
132.94,150.4668
123.795,151.78654
120.96,161.67035
124.43,161.7224
131.155,157.97835
144.86,178.73581
166.825,204.93033
181.825,206.59277
176.395,177.62952
161.16,150.17297
150.59,144.15388
142.635,139.24138
140.16,134.1746
140.69,134.61244
134.955,134.68587
126.895,108.0888
122.14,102.08448
121.77,93.358055
127.37,95.466644
142.355,106.09909
168.05,115.67256
181.165,122.2327
167.8,124.54261
